,id,Tranc_YearMonth,town,flat_type,block,street_name,storey_range,floor_area_sqm,flat_model,lease_commence_date,resale_price,Tranc_Year,Tranc_Month,mid_storey,lower,upper,mid,full_flat_type,address,floor_area_sqft,hdb_age,max_floor_lvl,year_completed,residential,commercial,market_hawker,multistorey_carpark,precinct_pavilion,total_dwelling_units,1room_sold,2room_sold,3room_sold,4room_sold,5room_sold,exec_sold,multigen_sold,studio_apartment_sold,1room_rental,2room_rental,3room_rental,other_room_rental,postal,Latitude,Longitude,planning_area,Mall_Nearest_Distance,Mall_Within_500m,Mall_Within_1km,Mall_Within_2km,Hawker_Nearest_Distance,Hawker_Within_500m,Hawker_Within_1km,Hawker_Within_2km,hawker_food_stalls,hawker_market_stalls,mrt_nearest_distance,mrt_name,bus_interchange,mrt_interchange,mrt_latitude,mrt_longitude,bus_stop_nearest_distance,bus_stop_name,bus_stop_latitude,bus_stop_longitude,pri_sch_nearest_distance,pri_sch_name,vacancy,pri_sch_affiliation,pri_sch_latitude,pri_sch_longitude,sec_sch_nearest_dist,sec_sch_name,cutoff_point,affiliation,sec_sch_latitude,sec_sch_longitude
1375,164221,2015-01,BUKIT MERAH,5 ROOM,2C,BOON TIONG RD,28 TO 30,115.0,Improved,2001,915000.0,2015,1,29,28,30,29,5 ROOM Improved,"2C, BOON TIONG RD",1237.86,20,30,1999,Y,N,N,N,N,116,0,0,0,0,114,0,0,0,0,0,0,2,166002,1.286857679,103.8328459,Bukit Merah,634.4231157,,2.0,25.0,244.9222422,2.0,5.0,19.0,83,259,661.4891207092625,Tiong Bahru,0,0,1.285764585,103.8269968,83.86243046300785,Blk 2B,1.28685859481289,103.83360028266564,789.3503612132357,Zhangde Primary School,62,0,1.28449822,103.826149,472.7910614910268,Outram Secondary School,188,0,1.286387486,103.8370728
1408,180465,2018-03,BUKIT TIMAH,EXECUTIVE,15,TOH YI DR,01 TO 03,145.0,Maisonette,1988,860000.0,2018,3,2,1,3,2,EXECUTIVE Maisonette,"15, TOH YI DR",1560.78,33,4,1987,Y,N,N,N,N,16,0,0,0,0,0,16,0,0,0,0,0,0,590015,1.339310858,103.7720515,Bukit Timah,546.8176402,,3.0,3.0,419.089361,1.0,1.0,1.0,84,95,456.08571418197823,Beauty World,1,0,1.341597171,103.7754578,126.11562507327076,Blk 18,1.3402766921203502,103.77264625507586,472.0852107885668,Pei Hwa Presbyterian Primary School,20,0,1.338055078,103.7761082,1379.811067172376,Yusof Ishak Secondary School,188,0,1.3423337780000002,103.7600131
1436,167138,2018-11,MARINE PARADE,5 ROOM,43,MARINE CRES,10 TO 12,120.0,Standard,1975,830000.0,2018,11,11,10,12,11,5 ROOM Standard,"43, MARINE CRES",1291.6799999999998,46,25,1975,Y,N,N,N,N,96,0,0,0,0,96,0,0,0,0,0,0,0,441043,1.305734461,103.9130071,Marine Parade,883.0185537,,3.0,5.0,309.45653,1.0,2.0,4.0,24,87,1689.6469487338172,Kembangan,0,0,1.320929673,103.91294,155.44058654131925,Blk 45,1.30438002120698,103.9126611094076,234.96677241744987,Tao Nan School,34,0,1.304631529,103.9112042,470.08537927162257,Saint Patrick's School,225,0,1.307678422,103.9167622
1466,56355,2018-05,KALLANG/WHAMPOA,5 ROOM,8,BOON KENG RD,04 TO 06,113.0,DBSS,2011,870000.0,2018,5,5,4,6,5,5 ROOM DBSS,"8, BOON KENG RD",1216.332,10,40,2011,Y,N,N,N,N,238,0,0,24,56,158,0,0,0,0,0,0,0,330008,1.316424896,103.8615016,Kallang,758.4866616,,4.0,14.0,361.854708,1.0,1.0,12.0,88,105,187.98659177489665,Boon Keng,0,0,1.317911495,103.8606963,98.34864700079916,Blk 7,1.3171830559684898,103.86195722198198,725.131587926035,Hong Wen School,48,0,1.321689285,103.8576518,912.179897255243,Bendemeer Secondary School,188,0,1.324611113,103.8609703
1478,66549,2020-09,QUEENSTOWN,4 ROOM,89,DAWSON RD,40 TO 42,109.0,Premium Apartment Loft,2016,930000.0,2020,9,41,40,42,41,4 ROOM Premium Apartment Loft,"89, DAWSON RD",1173.2759999999998,5,43,2015,Y,N,N,N,N,154,0,2,22,99,12,0,0,19,0,0,0,0,142089,1.295463169,103.8117852,Queenstown,996.8694225,,1.0,5.0,1010.516445,,,11.0,47,66,637.592577487075,Queenstown,0,0,1.294250313,103.8061795,142.30348867576998,Bef Margaret Dr,1.29668400003303,103.81216918970024,435.6262433590451,Queenstown Primary School,60,0,1.295988446,103.8079019,264.4561612318612,Queenstown Secondary School,188,0,1.2935332940000002,103.8131755
1480,178776,2020-10,TAMPINES,EXECUTIVE,858,TAMPINES AVE 5,10 TO 12,146.0,Maisonette,1988,798000.0,2020,10,11,10,12,11,EXECUTIVE Maisonette,"858, TAMPINES AVE 5",1571.544,33,11,1987,Y,N,N,N,N,80,0,0,0,0,0,80,0,0,0,0,0,0,522858,1.354292927,103.9386506,Tampines,229.8624778,2.0,5.0,5.0,227.8465619,1.0,1.0,2.0,42,0,720.6757253706236,Tampines,1,1,1.353539082,103.9450896,169.19786490445992,Darul Ghufran Mque,1.35563642049496,103.9393652171196,558.9286621426271,Poi Ching School,70,0,1.358087001,103.9353525,488.8220599666191,Saint Hilda's Secondary School,221,0,1.3503757669999998,103.9366547
1485,176927,2019-09,SERANGOON,EXECUTIVE,417,SERANGOON CTRL,07 TO 09,149.0,Maisonette,1989,878000.0,2019,9,8,7,9,8,EXECUTIVE Maisonette,"417, SERANGOON CTRL",1603.836,32,13,1988,Y,N,N,N,N,54,0,0,0,0,0,54,0,0,0,0,0,0,550417,1.349936394,103.8750557,Serangoon,364.7420457,1.0,2.0,3.0,1576.479784,,,4.0,65,118,259.1041230108211,Serangoon,1,1,1.350824736,103.8729009,79.68488065497912,S'Goon Stn Exit D/Blk 416,1.35056391832311,103.87470953705504,751.7310760294082,Yangzheng Primary School,44,0,1.348972024,103.8683625,373.768136186623,Saint Gabriel's Secondary School,222,0,1.346644168,103.8757342
1550,100418,2016-07,BUKIT MERAH,5 ROOM,19,JLN MEMBINA,19 TO 21,110.0,Improved,2003,900000.0,2016,7,20,19,21,20,5 ROOM Improved,"19, JLN MEMBINA",1184.04,18,30,2001,Y,N,N,N,N,156,0,0,0,69,87,0,0,0,0,0,0,0,163019,1.285570416,103.8262762,Bukit Merah,139.8512915,1.0,1.0,4.0,340.2465566,3.0,8.0,14.0,32,62,82.9654660303058,Tiong Bahru,0,0,1.285764585,103.8269968,61.02224998979818,Opp Tiong Bahru Stn,1.28593135445772,103.82668969231536,120.05839169837324,Zhangde Primary School,62,0,1.28449822,103.826149,481.05329905107794,Gan Eng Seng School,223,0,1.289071145,103.8237337
1578,102910,2016-07,QUEENSTOWN,5 ROOM,3A,HOLLAND CL,10 TO 12,124.0,Improved,1998,880000.0,2016,7,11,10,12,11,5 ROOM Improved,"3A, HOLLAND CL",1334.736,23,14,1997,Y,N,N,N,N,101,0,0,0,75,26,0,0,0,0,0,0,0,272003,1.308722236,103.7967508,Queenstown,331.3132533,1.0,3.0,3.0,331.1235382,3.0,5.0,8.0,21,48,286.4515369022808,Holland Village,0,0,1.311223565,103.7961344,190.26093369332867,Holland V Stn/Blk12,1.30906722197973,103.79507444402137,1053.2904207465742,New Town Primary School,82,0,1.299811388,103.7999648,1070.767701783156,Queensway Secondary School,214,0,1.300475167,103.8017236
1611,161691,2021-02,QUEENSTOWN,4 ROOM,46,STIRLING RD,01 TO 03,134.0,Terrace,1968,975000.0,2021,2,2,1,3,2,4 ROOM Terrace,"46, STIRLING RD",1442.376,53,2,1963,Y,N,N,N,N,6,0,0,0,6,0,0,0,0,0,0,0,0,140046,1.298445022,103.801578,Queenstown,1143.234331,,,6.0,414.4614116,1.0,3.0,8.0,40,0,511.08730021621886,Commonwealth,0,0,1.302083048,103.7987682,79.57567922334847,Queenstown Polyclinic,1.29882892782979,103.80097389222824,235.0407359404976,New Town Primary School,82,0,1.299811388,103.7999648,226.32134666094643,Queensway Secondary School,214,0,1.300475167,103.8017236
1707,79596,2017-07,CENTRAL AREA,4 ROOM,1E,CANTONMENT RD,28 TO 30,95.0,Type S1,2011,900000.0,2017,7,29,28,30,29,4 ROOM Type S1,"1E, CANTONMENT RD",1022.58,10,50,2009,Y,N,N,N,N,264,0,0,0,176,88,0,0,0,0,0,0,0,85501,1.276621683,103.8411561,Outram,341.9262826,1.0,3.0,11.0,231.0320966,1.0,5.0,11.0,52,108,620.0042732057801,Outram Park,0,1,1.281604154,103.8386525,64.77888362258923,Maritime Hse,1.2767686109831595,103.84059222200348,184.9488640156234,Cantonment Primary School,58,0,1.275505441,103.8399227,1176.965115463254,Outram Secondary School,188,0,1.286387486,103.8370728
1737,111717,2020-10,GEYLANG,5 ROOM,9,PINE CL,07 TO 09,120.0,Improved,1997,805000.0,2020,10,8,7,9,8,5 ROOM Improved,"9, PINE CL",1291.6799999999998,24,12,1996,Y,N,N,N,N,77,0,0,0,55,22,0,0,0,0,0,0,0,390009,1.309469497,103.8824375,Geylang,796.6444036,,1.0,8.0,322.7204562,2.0,4.0,11.0,16,78,391.2085410143711,Mountbatten,0,0,1.306045926,103.8832483,145.53042596086607,blk 56,1.31054638768125,103.88318148792813,667.1929093028652,Kong Hwa School,51,0,1.311114219,103.8882094,519.2718158270438,Broadrick Secondary School,188,0,1.30750538,103.8866754
1742,178014,2014-07,BISHAN,EXECUTIVE,231,BISHAN ST 23,04 TO 06,148.0,Maisonette,1992,950000.0,2014,7,5,4,6,5,EXECUTIVE Maisonette,"231, BISHAN ST 23",1593.072,29,19,1990,Y,Y,N,N,N,94,0,0,0,0,0,94,0,0,0,0,0,0,571231,1.357468051,103.8464327,Bishan,836.7774386,,1.0,4.0,770.2523772,,1.0,8.0,32,86,793.7349091865854,Bishan,1,1,1.350579599,103.848305,154.38695958354592,Opp Bishan Nth Shop Mall,1.3580447373693298,103.8451693388076,341.32527300701577,Catholic High School,20,1,1.3547888769999998,103.8449341,341.32527300701577,Catholic High School,253,1,1.3547888769999998,103.8449341
1744,79621,2021-02,CENTRAL AREA,4 ROOM,1E,CANTONMENT RD,31 TO 33,94.0,Type S1,2011,1000000.0,2021,2,32,31,33,32,4 ROOM Type S1,"1E, CANTONMENT RD",1011.816,10,50,2009,Y,N,N,N,N,264,0,0,0,176,88,0,0,0,0,0,0,0,85501,1.276621683,103.8411561,Outram,341.9262826,1.0,3.0,11.0,231.0320966,1.0,5.0,11.0,52,108,620.0042732057801,Outram Park,0,1,1.281604154,103.8386525,64.77888362258923,Maritime Hse,1.2767686109831595,103.84059222200348,184.9488640156234,Cantonment Primary School,58,0,1.275505441,103.8399227,1176.965115463254,Outram Secondary School,188,0,1.286387486,103.8370728
1766,163344,2020-12,QUEENSTOWN,4 ROOM,88,DAWSON RD,40 TO 42,83.0,Premium Apartment,2016,840000.0,2020,12,41,40,42,41,4 ROOM Premium Apartment,"88, DAWSON RD",893.4119999999999,5,47,2015,Y,N,N,N,N,320,0,0,0,282,38,0,0,0,0,0,0,0,142088,1.29579395038249,103.809264765809,Queenstown,,,,,753.568384,,2.0,10.0,47,66,383.53094227809765,Queenstown,0,0,1.294250313,103.8061795,193.06495725191223,Queenstown Pr Sch,1.29685053610951,103.8078866333446,153.04081195175644,Queenstown Primary School,60,0,1.295988446,103.8079019,502.18516635542977,Queenstown Secondary School,188,0,1.2935332940000002,103.8131755
1775,184772,2013-08,BISHAN,EXECUTIVE,119,BISHAN ST 12,10 TO 12,143.0,Maisonette,1987,900000.0,2013,8,11,10,12,11,EXECUTIVE Maisonette,"119, BISHAN ST 12",1539.252,34,13,1986,Y,N,N,N,N,60,0,0,0,0,0,60,0,0,0,0,0,0,570119,1.347349574,103.8505352,Bishan,390.2743861,1.0,1.0,2.0,890.738762,,2.0,9.0,80,77,436.4184425749017,Bishan,1,1,1.350579599,103.848305,132.9306746172293,Opp Guangyang Pr Sch,1.3463999649489298,103.84980877522956,201.0952699780502,Guangyang Primary School,46,0,1.346042665,103.8492848,297.5979887704285,Guangyang Secondary School,188,0,1.344673253,103.8505502
1808,170557,2015-12,KALLANG/WHAMPOA,5 ROOM,807,KING GEORGE'S AVE,22 TO 24,115.0,Improved,1981,789888.0,2015,12,23,22,24,23,5 ROOM Improved,"807, KING GEORGE'S AVE",1237.86,40,27,1980,Y,N,N,N,N,96,0,0,0,0,96,0,0,0,0,0,0,0,200807,1.309288369,103.8614425,Kallang,300.1615667,1.0,5.0,18.0,466.1000509,1.0,3.0,11.0,37,82,295.2504023965416,Lavender,0,0,1.307169461,103.8630431,230.1715876275148,Aft Kallang Rd,1.30950750000455,103.86350138902452,732.5518425171344,Stamford Primary School,62,0,1.304091083,103.857393,1704.6198166756844,Bendemeer Secondary School,188,0,1.324611113,103.8609703
1812,153549,2021-01,QUEENSTOWN,5 ROOM,58,STRATHMORE AVE,19 TO 21,110.0,Improved,2000,870000.0,2021,1,20,19,21,20,5 ROOM Improved,"58, STRATHMORE AVE",1184.04,21,30,1999,Y,N,N,N,N,123,0,0,0,94,29,0,0,0,0,0,0,0,142058,1.29308496,103.8107889,Queenstown,736.9366528,,2.0,5.0,731.392326,,2.0,11.0,96,48,528.5419724354465,Queenstown,0,0,1.294250313,103.8061795,104.02426905039384,Bef Dawson Rd,1.2921585527385802,103.81065866068089,455.230806035393,Queenstown Primary School,60,0,1.295988446,103.8079019,269.9532821752885,Queenstown Secondary School,188,0,1.2935332940000002,103.8131755
1817,179114,2013-09,BEDOK,EXECUTIVE,94C,BEDOK NTH AVE 4,04 TO 06,143.0,Apartment,1993,780000.0,2013,9,5,4,6,5,EXECUTIVE Apartment,"94C, BEDOK NTH AVE 4",1539.252,28,15,1992,Y,N,N,N,N,84,0,0,0,0,0,84,0,0,0,0,0,0,462094,1.333614296,103.9426283,Bedok,446.579907,1.0,1.0,6.0,458.1404551,1.0,2.0,8.0,72,170,828.7674698760459,Tanah Merah,0,1,1.3268651000000002,103.9457914,97.71886553736606,Blk 95,1.33402333297056,103.94185027798376,206.10995881291424,Saint Anthony's Canossian Primary School,84,1,1.334806855,103.9412089,183.86978558115544,Saint Anthony's Canossian Secondary School,223,0,1.334961214,103.9416688
1862,160395,2020-08,BEDOK,5 ROOM,747B,BEDOK RESERVOIR CRES,07 TO 09,105.0,DBSS,2014,803000.0,2020,8,8,7,9,8,5 ROOM DBSS,"747B, BEDOK RESERVOIR CRES",1130.22,7,14,2014,Y,N,N,N,N,81,0,0,0,41,40,0,0,0,0,0,0,0,472747,1.336660095,103.9216247,Bedok,1471.148569,,,4.0,610.7130859,,2.0,6.0,42,134,431.825280141019,Bedok North,0,0,1.335166341,103.918039,85.53571685222525,Blk 745,1.3373330466218,103.92199745160045,150.8262756423671,Damai Primary School,56,0,1.335351315,103.9212683,541.765812587314,Damai Secondary School,188,0,1.33754548,103.9264171
1875,185136,2017-01,TOA PAYOH,EXECUTIVE,129,POTONG PASIR AVE 1,01 TO 03,161.0,Maisonette,1984,905000.0,2017,1,2,1,3,2,EXECUTIVE Maisonette,"129, POTONG PASIR AVE 1",1733.004,37,4,1983,Y,N,N,N,N,8,0,0,0,0,0,8,0,0,0,0,0,0,350129,1.334761505,103.8655426,Toa Payoh,475.1069007,1.0,1.0,2.0,945.4643132,,1.0,9.0,61,59,438.0310361322252,Potong Pasir,0,0,1.332813366,103.86896740000002,131.09136750089044,Blk 122,1.33521166697553,103.86663249997784,377.8003941389157,Saint Andrew's Junior School,50,1,1.331389131,103.86512890000002,421.73389617496,Saint Andrew's Secondary School,234,0,1.330990274,103.8659461
1962,91166,2019-05,TOA PAYOH,5 ROOM,79C,TOA PAYOH CTRL,04 TO 06,110.0,Improved,2009,890000.0,2019,5,5,4,6,5,5 ROOM Improved,"79C, TOA PAYOH CTRL",1184.04,12,40,2007,Y,N,N,N,N,160,0,0,0,82,78,0,0,0,0,0,0,0,313079,1.334660579,103.8485778,Toa Payoh,320.3282244,1.0,2.0,7.0,387.3801968,2.0,6.0,8.0,10,80,271.147018102367,Toa Payoh,1,0,1.332376442,103.8477238,45.71684954953764,Opp Blk 177,1.3343049899736998,103.84878423860208,318.66530761339925,Kheng Cheng School,75,0,1.337407636,103.8477611,695.61682801229,CHIJ Secondary,243,0,1.33246213,103.8427194
2023,185955,2019-08,YISHUN,MULTI-GENERATION,666,YISHUN AVE 4,04 TO 06,179.0,Multi Generation,1987,788888.0,2019,8,5,4,6,5,MULTI-GENERATION Multi Generation,"666, YISHUN AVE 4",1926.756,34,12,1987,Y,N,N,N,N,66,0,0,0,0,0,0,66,0,0,0,0,0,762666,1.419582896,103.8399607,Yishun,225.4359373,1.0,1.0,3.0,812.7749343,,1.0,2.0,45,0,852.7900990018207,Khatib,0,0,1.417130546,103.8326918,111.7657160361756,Blk 666,1.4189297001887,103.8407248899634,212.56799148228365,Northland Primary School,53,0,1.421304044,103.8407929,552.4262137657198,Orchid Park Secondary School,208,0,1.414888187,103.8383349
2089,70738,2015-09,CENTRAL AREA,4 ROOM,1B,CANTONMENT RD,31 TO 33,93.0,Type S1,2011,850000.0,2015,9,32,31,33,32,4 ROOM Type S1,"1B, CANTONMENT RD",1001.052,10,50,2009,Y,N,N,N,N,264,0,0,0,176,88,0,0,0,0,0,0,0,85201,1.277799407,103.8414034,Outram,423.0998962,1.0,4.0,12.0,238.1193792,2.0,7.0,13.0,52,108,522.0217065166798,Outram Park,0,1,1.281604154,103.8386525,83.33145537984907,Bef The Pinnacle@Duxton,1.27854113014976,103.8415105424013,303.57771183398046,Cantonment Primary School,58,0,1.275505441,103.8399227,1069.4374515122483,Outram Secondary School,188,0,1.286387486,103.8370728
2143,70767,2019-06,CENTRAL AREA,4 ROOM,1B,CANTONMENT RD,37 TO 39,95.0,Type S1,2011,1038000.0,2019,6,38,37,39,38,4 ROOM Type S1,"1B, CANTONMENT RD",1022.58,10,50,2009,Y,N,N,N,N,264,0,0,0,176,88,0,0,0,0,0,0,0,85201,1.277799407,103.8414034,Outram,423.0998962,1.0,4.0,12.0,238.1193792,2.0,7.0,13.0,52,108,522.0217065166798,Outram Park,0,1,1.281604154,103.8386525,83.33145537984907,Bef The Pinnacle@Duxton,1.27854113014976,103.8415105424013,303.57771183398046,Cantonment Primary School,58,0,1.275505441,103.8399227,1069.4374515122483,Outram Secondary School,188,0,1.286387486,103.8370728
2144,184338,2018-08,BISHAN,EXECUTIVE,240,BISHAN ST 22,01 TO 03,146.0,Maisonette,1992,854888.0,2018,8,2,1,3,2,EXECUTIVE Maisonette,"240, BISHAN ST 22",1571.544,29,4,1990,Y,N,N,N,N,8,0,0,0,0,0,8,0,0,0,0,0,0,570240,1.360844439,103.8451812,Bishan,1013.574197,,,4.0,507.1842852,,3.0,9.0,32,86,1094.7637918092073,Ang Mo Kio,1,0,1.369464707,103.849939,164.05141019174255,Blk 245,1.36018670154842,103.84386020713475,673.9078155629634,Catholic High School,20,1,1.3547888769999998,103.8449341,662.2115935433459,Whitley Secondary School,188,0,1.355494624,103.8425639
2152,150315,2020-11,TOA PAYOH,5 ROOM,142,LOR 2 TOA PAYOH,16 TO 18,115.0,Improved,2001,858000.0,2020,11,17,16,18,17,5 ROOM Improved,"142, LOR 2 TOA PAYOH",1237.86,20,30,1999,Y,N,N,N,N,173,0,0,0,115,58,0,0,0,0,0,0,0,311142,1.335648719,103.8446785,Toa Payoh,466.6081256,1.0,2.0,6.0,277.9543333,1.0,4.0,9.0,40,108,496.9881156047453,Toa Payoh,1,0,1.332376442,103.8477238,148.81896615608073,Opp Philips S'pore,1.33640498933489,103.84357399610558,394.5625030013788,Kheng Cheng School,75,0,1.337407636,103.8477611,415.90978388003134,CHIJ Secondary,243,0,1.33246213,103.8427194
2170,70697,2018-03,CENTRAL AREA,4 ROOM,1C,CANTONMENT RD,37 TO 39,93.0,Type S1,2011,920000.0,2018,3,38,37,39,38,4 ROOM Type S1,"1C, CANTONMENT RD",1001.052,10,50,2009,Y,N,N,N,N,264,0,0,0,176,88,0,0,0,0,0,0,0,85301,1.277449094,103.8416667,Outram,374.6738534,1.0,4.0,11.0,193.7754256,2.0,7.0,11.0,52,108,570.738710276849,Outram Park,0,1,1.281604154,103.8386525,122.66347855506416,Bef The Pinnacle@Duxton,1.27854113014976,103.8415105424013,290.3404423184685,Cantonment Primary School,58,0,1.275505441,103.8399227,1117.4299356151482,Outram Secondary School,188,0,1.286387486,103.8370728
2190,185258,2014-09,KALLANG/WHAMPOA,EXECUTIVE,110,MCNAIR RD,07 TO 09,144.0,Maisonette,1987,795000.0,2014,9,8,7,9,8,EXECUTIVE Maisonette,"110, MCNAIR RD",1550.0159999999998,34,11,1986,Y,N,N,N,N,102,0,0,0,0,0,102,0,0,0,0,0,0,320110,1.322079197,103.8590791,Kallang,1199.866145,,,12.0,464.4030917,1.0,3.0,12.0,80,12,497.0759968582015,Boon Keng,0,0,1.317911495,103.8606963,313.42174698933894,Blk 107,1.31930481783402,103.85957694494822,164.48328856343306,Hong Wen School,48,0,1.321689285,103.8576518,351.3711899577732,Bendemeer Secondary School,188,0,1.324611113,103.8609703
2237,70027,2020-11,BUKIT MERAH,5 ROOM,8A,BOON TIONG RD,07 TO 09,115.0,Improved,2005,910000.0,2020,11,8,7,9,8,5 ROOM Improved,"8A, BOON TIONG RD",1237.86,16,21,2003,Y,N,N,N,N,123,0,0,0,83,40,0,0,0,0,0,0,0,164008,1.28652537,103.8301248,Bukit Merah,330.2009171,1.0,2.0,18.0,174.3655773,3.0,6.0,17.0,30,0,357.8723404380714,Tiong Bahru,0,0,1.285764585,103.8269968,198.67540823211823,Ctrl Green Condo,1.28572048365401,103.82852922870951,496.1383425537908,Zhangde Primary School,62,0,1.28449822,103.826149,764.7955865934979,Gan Eng Seng School,223,0,1.289071145,103.8237337
2295,179694,2018-11,BISHAN,EXECUTIVE,301,SHUNFU RD,07 TO 09,158.0,Maisonette,1985,1050000.0,2018,11,8,7,9,8,EXECUTIVE Maisonette,"301, SHUNFU RD",1700.712,36,11,1984,Y,N,N,N,N,70,0,0,0,0,0,70,0,0,0,0,0,0,570301,1.349357372,103.8383273,Bishan,1046.062713,,,2.0,308.2882821,1.0,1.0,6.0,31,51,252.62541205847617,Marymount,0,0,1.3478730819999998,103.8400478,115.12903350844276,Shunfu Est,1.34939240848355,103.83729222566144,950.8742980901136,Catholic High School,20,1,1.3547888769999998,103.8449341,580.5208939465246,Raffles Institution,257,1,1.346281352,103.8425468
2340,79703,2021-03,CENTRAL AREA,5 ROOM,1G,CANTONMENT RD,37 TO 39,107.0,Type S2,2011,1068888.0,2021,3,38,37,39,38,5 ROOM Type S2,"1G, CANTONMENT RD",1151.7479999999998,10,50,2009,Y,N,N,N,N,264,0,0,0,176,88,0,0,0,0,0,0,0,85701,1.275532291,103.8412746,Outram,265.7686709,1.0,3.0,11.0,252.0359481,1.0,4.0,11.0,52,108,627.1995380474676,Tanjong Pagar,0,0,1.276060998,103.8468917,16.416754750234862,Opp Maritime Hse,1.27553472200739,103.84112694400494,150.31682538517973,Cantonment Primary School,58,0,1.275505441,103.8399227,1294.2705361056358,Outram Secondary School,188,0,1.286387486,103.8370728
2368,176179,2016-09,TAMPINES,EXECUTIVE,149,TAMPINES ST 12,10 TO 12,150.0,Maisonette,1984,780000.0,2016,9,11,10,12,11,EXECUTIVE Maisonette,"149, TAMPINES ST 12",1614.6,37,11,1983,Y,N,N,N,N,116,0,0,0,0,0,116,0,0,0,0,0,0,521149,1.351401992,103.9427273,Tampines,158.4248835,5.0,5.0,6.0,328.238243,1.0,2.0,2.0,42,0,354.16074834677005,Tampines,1,1,1.353539082,103.9450896,53.02452578059295,UOB Tampines Ctr,1.35184112001279,103.94254133694142,138.58351684260134,Tampines Primary School,46,0,1.350486398,103.9435731,259.8512759932541,Tampines Secondary School,203,0,1.349434801,103.9439891
2375,55450,2016-04,KALLANG/WHAMPOA,5 ROOM,7,BOON KENG RD,25 TO 27,119.0,DBSS,2011,950000.0,2016,4,26,25,27,26,5 ROOM DBSS,"7, BOON KENG RD",1280.916,10,40,2011,Y,N,N,N,N,238,0,0,24,56,158,0,0,0,0,0,0,0,330007,1.316789225,103.8617819,Kallang,809.1685313,,3.0,12.0,311.5538282,1.0,1.0,12.0,88,105,173.59926338181734,Boon Keng,0,0,1.317911495,103.8606963,47.93319000547841,Blk 7,1.3171830559684898,103.86195722198198,712.5093981084984,Hong Wen School,48,0,1.321689285,103.8576518,874.4212115711738,Bendemeer Secondary School,188,0,1.324611113,103.8609703
2424,79745,2020-07,CENTRAL AREA,4 ROOM,1D,CANTONMENT RD,49 TO 51,94.0,Type S1,2011,1085000.0,2020,7,50,49,51,50,4 ROOM Type S1,"1D, CANTONMENT RD",1011.816,10,50,2009,Y,N,N,N,N,264,0,0,0,176,88,0,0,0,0,0,0,0,85401,1.276920234,103.8414858,Outram,339.5458304,1.0,3.0,11.0,196.0571776,1.0,7.0,11.0,52,108,608.5069434456066,Tanjong Pagar,0,0,1.276060998,103.8468917,100.75725006655016,Maritime Hse,1.2767686109831595,103.84059222200348,234.40008806661885,Cantonment Primary School,58,0,1.275505441,103.8399227,1161.4079147905989,Outram Secondary School,188,0,1.286387486,103.8370728
2437,62268,2013-04,WOODLANDS,EXECUTIVE,308,WOODLANDS AVE 1,07 TO 09,189.0,Apartment,1994,780000.0,2013,4,8,7,9,8,EXECUTIVE Apartment,"308, WOODLANDS AVE 1",2034.396,27,12,1985,Y,N,N,N,N,60,0,0,6,4,0,50,0,0,0,0,0,0,730308,1.429804224,103.7765607,Woodlands,542.090673,,1.0,3.0,554.4744108,,1.0,2.0,70,0,435.8973837895629,Marsiling,0,0,1.43275723,103.7739817,132.3480879282466,Fuchun Sec Sch,1.42923412810157,103.77760584579325,202.0910868903012,Fuchun Primary School,72,0,1.430639768,103.7781752,131.8079857929833,Fuchun Secondary School,188,0,1.430833988,103.777148
2461,146824,2016-10,ANG MO KIO,5 ROOM,588C,ANG MO KIO ST 52,22 TO 24,120.0,DBSS,2011,866000.0,2016,10,23,22,24,23,5 ROOM DBSS,"588C, ANG MO KIO ST 52",1291.6799999999998,10,30,2011,Y,N,N,N,N,145,0,0,0,30,115,0,0,0,0,0,0,0,563588,1.37183157,103.853671,Ang Mo Kio,637.9047137,,2.0,3.0,129.9264247,2.0,3.0,11.0,50,100,491.29909414162256,Ang Mo Kio,1,0,1.369464707,103.849939,84.9255146474926,Blk 527,1.37235305596731,103.8542291670297,206.8637848321083,Jing Shan Primary School,36,0,1.371892676,103.8518111,365.9357538482285,Anderson Secondary School,245,0,1.374242189,103.85143
2575,147433,2020-08,TOA PAYOH,5 ROOM,121,LOR 2 TOA PAYOH,28 TO 30,126.0,Improved,2002,969000.0,2020,8,29,28,30,29,5 ROOM Improved,"121, LOR 2 TOA PAYOH",1356.264,19,30,1998,Y,N,N,N,N,106,0,0,0,48,58,0,0,0,0,0,0,0,310121,1.339162623,103.8462435,Toa Payoh,776.7739574,,1.0,4.0,196.3224639,2.0,5.0,8.0,40,108,213.8839902517076,Braddell,0,0,1.341078755,103.8464118,29.423814338200817,Blk 121,1.33918030742933,103.84650759525915,257.9586379479248,Kheng Cheng School,75,0,1.337407636,103.8477611,710.0468459447627,Beatty Secondary School,211,0,1.341790511,103.85206490000002
